Event,Nan,Start_time,Start_seconds,End_time,End_seconds,Duration,Duration_seconds,Tools/Speaker
speech,,00:37:01.202,2221.203,00:37:08.610,2228.611,00:00:07.408,7.408,
drink_to_mouth,,00:37:10.884,2230.884,00:37:13.407,2233.407,00:00:02.523,2.523,cup
mouth_open,,00:37:18.131,2238.131,00:37:19.236,2239.236,00:00:01.105,1.105,
food_to_mouth,,00:37:18.276,2238.276,00:37:19.457,2239.457,00:00:01.181,1.181,spoon
mouth_open,,00:37:27.418,2247.418,00:37:27.956,2247.956,00:00:00.538,0.538,
food_to_mouth,,00:37:27.596,2247.596,00:37:28.671,2248.671,00:00:01.075,1.075,spoon
speech,,00:37:47.204,2267.204,00:37:48.452,2268.453,00:00:01.249,1.249,
speech,,00:38:21.510,2301.511,00:38:23.030,2303.03,00:00:01.518,1.519,
speech,,00:38:27.737,2307.738,00:38:28.750,2308.75,00:00:01.012,1.012,
speech,,00:38:29.458,2309.459,00:38:36.208,2316.209,00:00:06.750,6.75,
speech,,00:38:36.648,2316.648,00:38:40.411,2320.411,00:00:03.762,3.763,
drink_to_mouth,,00:38:42.422,2322.422,00:38:43.368,2323.368,00:00:00.946,0.946,cup
speech,,00:38:46.452,2326.452,00:38:51.498,2331.498,00:00:05.046,5.046,
speech,,00:39:21.771,2361.772,00:39:26.293,2366.294,00:00:04.522,4.522,
speech,,00:39:26.985,2366.986,00:39:41.143,2381.144,00:00:14.157,14.158,
speech,,00:39:41.514,2381.515,00:39:47.371,2387.371,00:00:05.855,5.856,
speech,,00:39:50.188,2390.189,00:39:53.632,2393.632,00:00:03.443,3.443,
speech,,00:39:53.782,2393.783,00:39:56.077,2396.078,00:00:02.294,2.295,
speech,,00:39:56.922,2396.922,00:40:01.123,2401.124,00:00:04.201,4.202,
speech,,00:40:03.217,2403.217,00:40:05.849,2405.849,00:00:02.632,2.632,
drink_to_mouth,,00:40:35.435,2435.435,00:40:38.540,2438.54,00:00:03.105,3.105,cup
speech,,00:41:06.177,2466.177,00:41:08.708,2468.708,00:00:02.531,2.531,
speech,,00:41:09.788,2469.788,00:41:11.273,2471.273,00:00:01.485,1.485,
speech,,00:41:16.217,2476.218,00:41:19.559,2479.559,00:00:03.341,3.341,
speech,,00:41:32.586,2492.587,00:41:38.206,2498.206,00:00:05.618,5.619,
speech,,00:41:41.141,2501.142,00:41:43.606,2503.606,00:00:02.463,2.464,
speech,,00:41:45.327,2505.327,00:41:46.507,2506.508,00:00:01.181,1.181,
speech,,00:41:48.516,2508.517,00:41:54.034,2514.035,00:00:05.517,5.518,
speech,,00:41:54.389,2514.389,00:41:56.818,2516.819,00:00:02.430,2.43,
speech,,00:41:59.536,2519.536,00:42:00.615,2520.616,00:00:01.080,1.08,
speech,,00:42:15.836,2535.837,00:42:21.675,2541.676,00:00:05.839,5.839,
speech,,00:42:22.012,2542.013,00:42:24.476,2544.477,00:00:02.463,2.464,
speech,,00:42:24.494,2544.494,00:42:25.894,2545.895,00:00:01.401,1.401,
speech,,00:43:02.311,2582.311,00:43:04.284,2584.285,00:00:01.974,1.974,
speech,,00:43:23.556,2603.557,00:43:28.130,2608.13,00:00:04.573,4.573,
speech,,00:43:30.947,2610.948,00:43:34.036,2614.036,00:00:03.088,3.088,
speech,,00:44:06.976,2646.976,00:44:09.844,2649.845,00:00:02.869,2.869,
speech,,00:44:10.655,2650.655,00:44:12.038,2652.038,00:00:01.383,1.383,
speech,,00:44:59.018,2699.018,00:45:02.190,2702.191,00:00:03.173,3.173,
speech,,00:45:04.722,2704.722,00:45:06.460,2706.46,00:00:01.738,1.738,
